Week_Ending,Current_Season_Week_Ending_Label,Influenza_Season,Data_Collection_Period,Geography,Geographic_Level,Parent_Geography,Age_Group,Age_Group_Sort_Order,Race,Race_Ethnicity_Sort_Order
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Virgin Islands,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Connecticut,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Nebraska,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Ohio,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Iowa,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Indiana,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Hampshire,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Bexar County,City,Texas,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Mississippi,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Kentucky,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,West Virginia,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,South Dakota,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Idaho,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Louisiana,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Montana,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Tennessee,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Wyoming,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Vermont,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Missouri,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,North Dakota,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,North Carolina,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Arkansas,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Puerto Rico,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Kansas,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Florida,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Nevada,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Georgia,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Minnesota,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Oklahoma,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,National,National,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Oregon,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Arizona,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Philadelphia County,City,Pennsylvania,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of New York,City,New York,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of Chicago,City,Illinois,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Illinois,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New York,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Pennsylvania,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,South Carolina,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Alaska,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Jersey,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Mexico,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Maryland,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Texas,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Rhode Island,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Washington,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Virginia,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Hawaii,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,California,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,District of Columbia,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Michigan,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Colorado,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Massachusetts,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of Houston,City,Texas,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Wisconsin,State,National,18-49 yrs,2,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Florida,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Colorado,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Maryland,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Vermont,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Ohio,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Oklahoma,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Idaho,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Oregon,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Montana,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of Chicago,City,Illinois,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Jersey,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Virginia,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Nevada,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Louisiana,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Iowa,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Wyoming,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Indiana,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of New York,City,New York,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Wisconsin,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Michigan,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Bexar County,City,Texas,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Minnesota,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,North Dakota,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Philadelphia County,City,Pennsylvania,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,North Carolina,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Maine,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Pennsylvania,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Connecticut,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,South Carolina,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Virgin Islands,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Illinois,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Mexico,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Kentucky,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of Houston,City,Texas,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Tennessee,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Georgia,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Puerto Rico,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,South Dakota,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Alabama,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Utah,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Nebraska,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Massachusetts,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Kansas,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Washington,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Arizona,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Alaska,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Mississippi,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Rhode Island,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,District of Columbia,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Hampshire,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Arkansas,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Delaware,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,West Virginia,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Missouri,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,National,National,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Texas,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
12/31/2021 12:00:00 AM,12/31/2021 12:00:00 AM,2021-2022,11/28/2021 - 12/31/2021,Idaho,State,National,50-64 yrs,3,"Black, Non-Hispanic",4
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,California,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New York,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Hawaii,State,National,50-64 yrs,3,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Mexico,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Connecticut,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Wisconsin,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Alabama,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Indiana,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Kansas,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Iowa,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Michigan,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Rhode Island,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,City of New York,City,New York,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Nevada,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Maine,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Colorado,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,North Carolina,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Idaho,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Kentucky,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Puerto Rico,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,West Virginia,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,New Hampshire,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Arkansas,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Minnesota,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Vermont,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Alaska,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Ohio,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Massachusetts,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Illinois,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Montana,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Mississippi,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Missouri,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Oklahoma,State,National,65+ yrs,4,"Other/Multiple Races, Non-Hispanic",6
